row_num,gene_id,ensembl_gene_id,gene_symbol,entrez_id
185,8224,"ENSG00000007350","TKTL1",8277
186,5048,"ENSG00000007372","PAX6",5080
187,76631,"ENSG00000007376","RPUSD1",113000
188,40887,"ENSG00000007384","RHBDF1",64285
189,34981,"ENSG00000007392","LUC7L",55692
190,9127,"ENSG00000007402","CACNA2D2",9254
191,8859,"ENSG00000007516","BAIAP3",8938
192,77721,"ENSG00000007520","C16orf42",115939
193,8968,"ENSG00000007541","PIGQ",9091
194,36858,"ENSG00000007545","CRAMP1L",57585
195,6963,"ENSG00000007866","TEAD3",7005
196,6365,"ENSG00000007908","SELE",6401
197,35024,"ENSG00000007923","DNAJC11",55735
198,2312,"ENSG00000007933","FMO3",2328
199,28852,"ENSG00000007944","MYLIP",29116
200,26780,"ENSG00000007952","NOX1",27035
201,1858,"ENSG00000007968","E2F2",1870
202,5657,"ENSG00000008018","PSMB1",5689
203,6813,"ENSG00000008056","SYN1",6853
204,3695,"ENSG00000008083","JARID2",3720
205,6752,"ENSG00000008086","CDKL5",6792
206,36448,"ENSG00000008118","CAMK1G",57172
207,170774,"ENSG00000008128","CDK11A",728642
208,41738,"ENSG00000008130","NADK",65220
209,6979,"ENSG00000008196","TFAP2B",7021
210,57983,"ENSG00000008197","TFAP2D",83741
211,9796,"ENSG00000008226","DLEC1",9940
212,9137,"ENSG00000008256","CYTH3",9265
213,32934,"ENSG00000008277","ADAM22",53616
214,6816,"ENSG00000008282","SYPL1",6856
215,1523,"ENSG00000008283","CYB561",1534
216,8923,"ENSG00000008294","SPAG9",9043
217,1938,"ENSG00000008300","CELSR3",1951
218,10012,"ENSG00000008311","AASS",10157
219,34489,"ENSG00000008323","PLEKHG6",55200
220,30670,"ENSG00000008324","SS18L2",51188
221,59144,"ENSG00000008382","MPND",84954
222,4232,"ENSG00000008394","MGST1",4257
223,1398,"ENSG00000008405","CRY1",1407
224,8885,"ENSG00000008438","PGLYRP1",8993
225,4758,"ENSG00000008441","NFIX",4784
226,6446,"ENSG00000008513","ST3GAL1",6482
227,40987,"ENSG00000008516","MMP25",64386
228,9110,"ENSG00000008517","IL32",9235
229,5278,"ENSG00000008710","PKD1",5310
230,23296,"ENSG00000008735","MAPK8IP2",23542
231,9718,"ENSG00000008838","MED24",9862
232,22976,"ENSG00000008853","RHOBTB2",23221
233,33788,"ENSG00000008869","HEATR5B",54497
234,7052,"ENSG00000008952","SEC62",7095
235,6191,"ENSG00000008988","RPS20",6224
236,7766,"ENSG00000009307","CSDE1",7812
237,9546,"ENSG00000009335","UBE3C",9690
238,5948,"ENSG00000009413","REV3L",5980
239,10032,"ENSG00000009694","ODZ1",10178
240,5049,"ENSG00000009709","PAX7",5081
241,10589,"ENSG00000009724","MASP2",10747
242,123455,"ENSG00000009765","IYD",389434
243,83506,"ENSG00000009780","FAM76A",199870
244,56143,"ENSG00000009790","TRAF3IP3",80342
245,29687,"ENSG00000009830","POMT2",29954
246,31014,"ENSG00000009844","VTA1",51534
247,30567,"ENSG00000009950","MLXIPL",51085
248,8911,"ENSG00000009954","BAZ1B",9031
249,9903,"ENSG00000010017","RANBP9",10048
250,30993,"ENSG00000010030","ETV7",51513
251,58149,"ENSG00000010072","C1orf124",83932
252,31083,"ENSG00000010165","METTL13",51603
253,8721,"ENSG00000010219","DYRK4",8798
254,7712,"ENSG00000010244","ZNF207",7756
255,7341,"ENSG00000010256","UQCRC1",7384
256,58147,"ENSG00000010270","STARD3NL",83930
257,923,"ENSG00000010278","CD9",928
258,36740,"ENSG00000010282","HHATL",57467
259,9774,"ENSG00000010292","NCAPD2",9918
260,25649,"ENSG00000010295","IFFO1",25900
261,2680,"ENSG00000010310","GIPR",2696
262,31013,"ENSG00000010318","PHF7",51533
263,36199,"ENSG00000010319","SEMA3G",56920
264,11028,"ENSG00000010322","NISCH",11188
265,22921,"ENSG00000010327","STAB1",23166
266,56000,"ENSG00000010361","FUZ",80199
267,6504,"ENSG00000010379","SLC6A13",6540
268,3403,"ENSG00000010404","IDS",3423
269,5614,"ENSG00000010438","PRSS3",5646
270,7708,"ENSG00000010539","ZNF200",7752
271,915,"ENSG00000010610","CD4",920
272,10087,"ENSG00000010626","LRRC23",10233
273,691,"ENSG00000010671","BTK",695
274,3059,"ENSG00000010704","HFE",3077
275,22710,"ENSG00000010803","SCMH1",22955
276,2518,"ENSG00000010810","FYN",2534
277,3079,"ENSG00000010818","HIVEP2",3097
278,2310,"ENSG00000010932","FMO1",2326
279,6884,"ENSG00000011007","TCEB3",6924
280,11149,"ENSG00000011009","LYPLA2",11313
281,1176,"ENSG00000011021","CLCN6",1185
282,9758,"ENSG00000011028","MRC2",9902
283,1013020,"ENSG00000011052","NME2",654364
284,6498,"ENSG00000011083","SLC6A7",6534
285,10709,"ENSG00000011105","TSPAN9",10867
286,35016,"ENSG00000011114","BTBD7",55727
287,9405,"ENSG00000011132","APBA3",9546
288,34192,"ENSG00000011143","MKS1",54903
289,30581,"ENSG00000011198","ABHD5",51099
290,3705,"ENSG00000011201","KAL1",3730
291,26738,"ENSG00000011243","AKAP8L",26993
292,34088,"ENSG00000011258","MBTD1",54799
293,30578,"ENSG00000011260","UTP18",51096
294,33767,"ENSG00000011275","RNF216",54476
295,34191,"ENSG00000011295","TTC19",54902
296,5693,"ENSG00000011304","PTBP1",5725
297,8142,"ENSG00000011332","DPF1",8193
298,8944,"ENSG00000011347","SYT7",9066
299,23150,"ENSG00000011376","LARS2",23395
300,5254,"ENSG00000011405","PIK3C2A",5286
301,5297,"ENSG00000011422","PLAUR",5329
302,33734,"ENSG00000011426","ANLN",54443
303,37339,"ENSG00000011451","WIZ",58525
304,23390,"ENSG00000011454","RABGAP1",23637
305,1622,"ENSG00000011465","DCN",1634
306,34103,"ENSG00000011478","QPCTL",54814
307,5504,"ENSG00000011485","PPP5C",5536
308,22932,"ENSG00000011523","CEP68",23177
309,8425,"ENSG00000011566","MAP4K3",8491
310,26778,"ENSG00000011590","ZBTB32",27033
311,7262,"ENSG00000011600","TYROBP",7305
312,36422,"ENSG00000011638","TMEM159",57146
313,2540,"ENSG00000011677","GABRA3",2556
314,668,"ENSG00000012048","BRCA1",672
315,2052,"ENSG00000012061","ERCC1",2067
316,928,"ENSG00000012124","CD22",933
317,7823,"ENSG00000012171","SEMA3B",7869
318,30841,"ENSG00000012174","MBTPS2",51360
319,3982,"ENSG00000012211","PRICKLE3",4007
320,4032,"ENSG00000012223","LTF",4057
321,2122,"ENSG00000012232","EXTL3",2137
322,9827,"ENSG00000012504","NR1H4",9971
323,37941,"ENSG00000012660","ELOVL5",60481
324,237,"ENSG00000012779","ALOX5",240
325,8231,"ENSG00000012817","KDM5D",8284
326,36931,"ENSG00000012822","CALCOCO1",57658
327,34437,"ENSG00000012963","UBR7",55148
328,11023,"ENSG00000012983","MAP4K5",11183
329,29836,"ENSG00000013016","EHD3",30845
330,5672,"ENSG00000013275","PSMC4",5704
331,23079,"ENSG00000013288","MAN2B2",23324
332,36982,"ENSG00000013293","SLC7A14",57709
333,4978,"ENSG00000013297","CLDN11",5010
334,31109,"ENSG00000013306","SLC25A39",51629
335,9817,"ENSG00000013364","MVP",9961
336,31147,"ENSG00000013374","NUB1",51667
337,5206,"ENSG00000013375","PGM3",5238
338,76599,"ENSG00000013392","RWDD2A",112611
339,1186,"ENSG00000013441","CLK1",1195
340,34992,"ENSG00000013503","POLR3B",55703
341,23112,"ENSG00000013523","ANGEL1",23357
342,9460,"ENSG00000013561","RNF14",9604
343,1762,"ENSG00000013563","DNASE1L1",1774
344,1651,"ENSG00000013573","DDX11",1663
345,30349,"ENSG00000013583","HEBP1",50865
346,8932,"ENSG00000013588","GPRC5A",9052
347,9901,"ENSG00000013619","MAMLD1",10046
348,918,"ENSG00000013725","CD6",923
349,10313,"ENSG00000013810","TACC3",10460
350,23131,"ENSG00000014123","UFL1",23376
351,23402,"ENSG00000014138","POLA2",23649
352,22899,"ENSG00000014164","ZC3H3",23144
353,819,"ENSG00000014216","CAPN1",823
354,52,"ENSG00000014257","ACPP",55
355,4165,"ENSG00000014641","MDH1",4190
356,10316,"ENSG00000014824","SLC30A9",10463
357,10745,"ENSG00000014914","MTMR11",10903
358,1346,"ENSG00000014919","COX15",1355
359,133396,"ENSG00000015133","CCDC88C",440193
360,9993,"ENSG00000015153","YAF2",10138
361,10613,"ENSG00000015171","ZMYND11",10771
362,7411,"ENSG00000015285","WAS",7454
363,1788,"ENSG00000015413","DPEP1",1800
364,634,"ENSG00000015475","BID",637
365,9638,"ENSG00000015479","MATR3",9782
366,29616,"ENSG00000015520","NPC1L1",29881
367,40765,"ENSG00000015532","XYLT2",64132
368,58430,"ENSG00000015568","RGPD5",84220
369,57253,"ENSG00000015592","STMN4",81551
370,23141,"ENSG00000015676","NUDCD3",23386
371,3645,"ENSG00000016082","ISL1",3670
372,34638,"ENSG00000016391","CHDH",55349
373,33137,"ENSG00000016402","IL20RA",53832
374,1170,"ENSG00000016490","CLCA1",1179
375,22558,"ENSG00000016602","CLCA4",22802
376,35118,"ENSG00000016864","GLT8D1",55830
377,26777,"ENSG00000017260","ATP2C1",27032
378,56499,"ENSG00000017373","SRCIN1",80725
379,3459,"ENSG00000017427","IGF1",3479
380,60216,"ENSG00000017483","SLC38A5",92745
381,55719,"ENSG00000017621","MAGIX",79917
382,10770,"ENSG00000017797","RALBP1",10928
383,22658,"ENSG00000018189","RUFY3",22902
384,1263,"ENSG00000018236","CNTN1",1272
385,6520,"ENSG00000018280","SLC11A1",6556
386,25686,"ENSG00000018408","WWTR1",25937
387,8474,"ENSG00000018510","AGPS",8540
388,,"ENSG00000018607","ZNF806",
389,40575,"ENSG00000018610","CXorf56",63932
390,474,"ENSG00000018625","ATP1A2",477
391,34911,"ENSG00000018699","TTC27",55622
392,80663,"ENSG00000018869","ZNF582",147948
393,23338,"ENSG00000019102","VSIG2",23584
394,22942,"ENSG00000019144","PHLDB1",23187
395,8616,"ENSG00000019169","MARCO",8685
396,1579,"ENSG00000019186","CYP24A1",1591
397,36260,"ENSG00000019485","PRDM11",56981
398,36859,"ENSG00000019505","SYT13",57586
399,6553,"ENSG00000019549","SNAI2",6591
400,967,"ENSG00000019582","CD74",972
401,3064,"ENSG00000019991","HGF",3082
402,34053,"ENSG00000019995","ZRANB1",54764
403,22909,"ENSG00000020129","NCDN",23154
404,25709,"ENSG00000020181","GPR124",25960
405,,"ENSG00000020219","CCT8L1P",
406,35023,"ENSG00000020256","ZFP64",55734
407,4305,"ENSG00000020426","MNAT1",4331
408,22789,"ENSG00000020577","SAMD4A",23034
409,860,"ENSG00000020633","RUNX3",864
410,4335,"ENSG00000020922","MRE11A",4361
411,37287,"ENSG00000021300","PLEKHB1",58473
412,1977,"ENSG00000021355","SERPINB1",1992
413,41379,"ENSG00000021461","CYP3A43",64816
414,10977,"ENSG00000021488","SLC7A9",11136
415,6643,"ENSG00000021574","SPAST",6683
416,9234,"ENSG00000021645","NRXN3",9369
417,77597,"ENSG00000021762","OSBPL5",114879
418,9572,"ENSG00000021776","AQR",9716
419,1364,"ENSG00000021826","CPS1",1373
420,728,"ENSG00000021852","C8B",732
421,2258,"ENSG00000022267","FHL1",2273
422,30987,"ENSG00000022277","C20orf43",51507
423,2538,"ENSG00000022355","GABRA1",2554
424,34944,"ENSG00000022556","NLRP2",55655
425,36486,"ENSG00000022567","SLC45A4",57210
426,9777,"ENSG00000022840","RNF10",9921
427,35067,"ENSG00000022976","ZNF839",55778
428,41027,"ENSG00000023041","ZDHHC6",64429
429,36749,"ENSG00000023171","GRAMD1B",57476
430,6018,"ENSG00000023191","RNH1",6050
431,4693,"ENSG00000023228","NDUFS1",4719
432,9677,"ENSG00000023287","RB1CC1",9821
433,22826,"ENSG00000023318","ERP44",23071
434,208,"ENSG00000023330","ALAS1",211
435,327,"ENSG00000023445","BIRC3",330
436,11055,"ENSG00000023516","AKAP11",11215
437,30505,"ENSG00000023572","GLRX2",51022
438,6577,"ENSG00000023608","SNAPC1",6617
439,30553,"ENSG00000023697","DERA",51071
440,11012,"ENSG00000023734","STRAP",11171
441,1235,"ENSG00000023839","ABCC2",1244
442,30109,"ENSG00000023892","DEF6",50619
443,30659,"ENSG00000023902","PLEKHO1",51177
444,2713,"ENSG00000023909","GCLM",2730
445,23059,"ENSG00000024048","UBR2",23304
446,29837,"ENSG00000024422","EHD2",30846
447,34924,"ENSG00000024526","DEPDC1",55635
448,25650,"ENSG00000024862","CCDC28A",25901
449,37342,"ENSG00000025039","RRAGD",58528
450,3278,"ENSG00000025156","HSF2",3298
451,30711,"ENSG00000025293","PHF20",51230
452,8561,"ENSG00000025423","HSD17B6",8630
453,9917,"ENSG00000025434","NR1H3",10062
454,1878,"ENSG00000025708","TYMP",1890
455,29516,"ENSG00000025770","NCAPH2",29781
456,10795,"ENSG00000025772","TOMM34",10953
457,11071,"ENSG00000025796","SEC63",11231
458,23387,"ENSG00000025800","KPNA6",23633
459,7388,"ENSG00000026025","VIM",7431
460,,"ENSG00000026036","RTEL1",
461,352,"ENSG00000026103","FAS",355
462,8566,"ENSG00000026297","RNASET2",8635
463,955,"ENSG00000026508","CD44",960
464,3730,"ENSG00000026559","KCNG1",3755
465,36174,"ENSG00000026652","AGPAT4",56895
466,37094,"ENSG00000026751","SLAMF7",57823
467,10960,"ENSG00000026950","BTN3A1",11119
468,4260,"ENSG00000027001","MIPEP",4285
469,5551,"ENSG00000027075","PRKCH",5583
470,3620,"ENSG00000027644","INSRR",3645
471,3439,"ENSG00000027697","IFNGR1",3459
472,11124,"ENSG00000027847","B4GALT7",11285
473,8927,"ENSG00000027869","SH2D2A",9047
474,7401,"ENSG00000028116","VRK2",7444
475,7090,"ENSG00000028137","TNFRSF1B",7133
476,34880,"ENSG00000028203","VEZT",55591
477,5420,"ENSG00000028277","POU2F2",5452
478,41823,"ENSG00000028310","BRD9",65980
479,6602,"ENSG00000028528","SNX1",6642
480,9378,"ENSG00000028839","TBPL1",9519
481,36217,"ENSG00000029153","ARNTL2",56938
482,9630,"ENSG00000029363","BCLAF1",9774
483,34623,"ENSG00000029364","SLC39A9",55334
484,283,"ENSG00000029534","ANK1",286
485,3361,"ENSG00000029559","IBSP",3381
486,30588,"ENSG00000029639","TFB1M",51106
487,9012,"ENSG00000029725","RABEP1",9135
488,3129,"ENSG00000029993","HMGB3",3149
489,23034,"ENSG00000030066","NUP160",23279
490,575,"ENSG00000030110","BAK1",578
491,4567,"ENSG00000030304","MUSK",4593
492,22563,"ENSG00000030419","IKZF2",22807
493,2879,"ENSG00000030582","GRN",2896
494,30787,"ENSG00000031003","FAM13B",51306
495,36787,"ENSG00000031081","ARHGAP31",57514
496,,"ENSG00000031544","NR2E3",
497,34455,"ENSG00000031691","CENPQ",55166
498,6267,"ENSG00000031698","SARS",6301
499,8432,"ENSG00000031823","RANBP3",8498
500,5894,"ENSG00000032219","ARID4A",5926
501,7217,"ENSG00000032389","TSSC1",7260
502,10750,"ENSG00000032444","PNPLA6",10908
503,8049,"ENSG00000032742","IFT88",8100
504,35337,"ENSG00000033011","ALG1",56052
505,34885,"ENSG00000033030","ZCCHC8",55596
506,9916,"ENSG00000033050","ABCF2",10061
507,33771,"ENSG00000033100","CHPF2",54480
508,36827,"ENSG00000033122","LRRC7",57554
509,2514,"ENSG00000033170","FUT8",2530
510,34525,"ENSG00000033178","UBA6",55236
511,9702,"ENSG00000033327","GAB2",9846
512,532,"ENSG00000033627","ATP6V0A1",535
513,8488,"ENSG00000033800","PIAS1",8554
514,9356,"ENSG00000033867","SLC4A7",9497
515,318,"ENSG00000034053","APBA2",321
516,28863,"ENSG00000034063","UHRF1",29128
517,5574,"ENSG00000034152","MAP2K3",5606
518,55448,"ENSG00000034239","EFCAB1",79645
519,9044,"ENSG00000034510","TMSB10",9168
520,28726,"ENSG00000034533","ASTE1",28990
521,25646,"ENSG00000034677","RNF19A",25897
522,8438,"ENSG00000034693","PEX3",8504
523,11180,"ENSG00000034713","GABARAPL2",11345
524,4627,"ENSG00000034971","MYOC",4653
525,26498,"ENSG00000035115","SH3YL1",26751
526,59098,"ENSG00000035141","FAM136A",84908
527,7371,"ENSG00000035403","VCL",7414
528,35078,"ENSG00000035499","DEPDC1B",55789
529,23358,"ENSG00000035664","DAPK2",23604
530,8379,"ENSG00000035681","NSMAF",8439
531,156,"ENSG00000035687","ADSS",159
532,25977,"ENSG00000035720","STAP1",26228
533,7034,"ENSG00000035862","TIMP2",7077
534,5949,"ENSG00000035928","RFC1",5981
535,35062,"ENSG00000036054","TBC1D23",55773
536,8391,"ENSG00000036257","CUL3",8452
537,9048,"ENSG00000036448","MYOM2",9172
538,4977,"ENSG00000036473","OTC",5009
539,10700,"ENSG00000036530","CYP46A1",10858
540,25758,"ENSG00000036549","ZZZ3",26009
541,6534,"ENSG00000036565","SLC18A1",6570
542,8976,"ENSG00000036672","USP2",9099
543,842,"ENSG00000036828","CASR",846
544,26920,"ENSG00000037042","TUBG2",27175
545,30603,"ENSG00000037241","RPL26L1",51121
546,2308,"ENSG00000037280","FLT4",2324
547,34177,"ENSG00000037474","NSUN2",54888
548,33746,"ENSG00000037637","FBXO42",54455
549,4213,"ENSG00000037749","MFAP3",4238
550,58455,"ENSG00000037757","MRI1",84245
551,4209,"ENSG00000037897","METTL1",4234
552,3204,"ENSG00000037965","HOXC8",3224
553,172,"ENSG00000038002","AGA",175
554,34589,"ENSG00000038210","PI4K2B",55300
555,92046,"ENSG00000038219","BOD1L",259282
556,27174,"ENSG00000038274","MAT2B",27430
557,7049,"ENSG00000038295","TLL1",7092
558,23397,"ENSG00000038358","EDC4",23644
559,7161,"ENSG00000038382","TRIO",7204
560,1451,"ENSG00000038427","VCAN",1462
561,23029,"ENSG00000038532","CLEC16A",23274
562,4455,"ENSG00000038945","MSR1",4481
563,994,"ENSG00000039068","CDH1",999
564,23272,"ENSG00000039123","SKIV2L2",23517
565,1755,"ENSG00000039139","DNAH5",1767
566,9621,"ENSG00000039319","ZFYVE16",9765
567,55370,"ENSG00000039523","FAM65A",79567
568,725,"ENSG00000039537","C6",729
569,25813,"ENSG00000039560","RAI14",26064
570,10905,"ENSG00000039600","SOX30",11063
571,11123,"ENSG00000039650","PNKP",11284
572,34120,"ENSG00000039987","BEST2",54831
573,22790,"ENSG00000040199","PHLPP2",23035
574,34197,"ENSG00000040275","CCDC99",54908
575,26812,"ENSG00000040341","STAU2",27067
576,34185,"ENSG00000040487","PQLC2",54896
577,1486,"ENSG00000040531","CTNS",1497
578,41602,"ENSG00000040608","RTN4R",65078
579,54981,"ENSG00000040633","PHF23",79142
580,1003,"ENSG00000040731","CDH10",1008
581,3606,"ENSG00000040933","INPP4A",3631
582,5842,"ENSG00000041353","RAB27B",5874
583,5653,"ENSG00000041357","PSMA4",5685
584,22781,"ENSG00000041515","MYO16",23026
585,34630,"ENSG00000041802","LSG1",55341
586,9894,"ENSG00000041880","PARP3",10039
587,3351,"ENSG00000041982","TNC",3371
588,59886,"ENSG00000041988","THAP3",90326
